2026-03-17 15:53:06 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Launcher log: /nfs_tmp/Compression_team/src/WaterSIC/outputs/logs/launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale_20260317_155306.log
2026-03-17 15:53:06 | ERROR | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | No GPU met the idle thresholds; refusing to auto-select a busy GPU without device.allow_busy_fallback=true.
2026-03-17 15:53:06 | WARNING | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | No idle GPU available yet: No GPU met the idle thresholds; refusing to auto-select a busy GPU without device.allow_busy_fallback=true.
2026-03-17 15:53:06 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Sleeping for 60 seconds before retrying idle-GPU selection
2026-03-17 15:54:06 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | GPU auto-selection policy: prefer zero compute processes, then lowest used memory / highest free memory, then utilization.
2026-03-17 15:54:06 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | GPU candidate rank=1 gpu=3 name=NVIDIA RTX A6000 processes=2 process_mem=6282MiB used=6293MiB free=42378MiB util=100% idle_class=busy_or_threshold_failed thresholds(max_used=2048MiB,min_free=24576MiB)
2026-03-17 15:54:06 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | GPU candidate rank=2 gpu=5 name=NVIDIA RTX A6000 processes=2 process_mem=7314MiB used=6299MiB free=42372MiB util=96% idle_class=busy_or_threshold_failed thresholds(max_used=2048MiB,min_free=24576MiB)
2026-03-17 15:54:06 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | GPU candidate rank=3 gpu=6 name=NVIDIA RTX A6000 processes=2 process_mem=18374MiB used=18385MiB free=30286MiB util=31% idle_class=busy_or_threshold_failed thresholds(max_used=2048MiB,min_free=24576MiB)
2026-03-17 15:54:06 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | GPU candidate rank=4 gpu=7 name=NVIDIA RTX A6000 processes=2 process_mem=26336MiB used=26347MiB free=22324MiB util=89% idle_class=busy_or_threshold_failed thresholds(max_used=2048MiB,min_free=24576MiB)
2026-03-17 15:54:06 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | GPU candidate rank=5 gpu=4 name=NVIDIA RTX A6000 processes=2 process_mem=27228MiB used=27239MiB free=21432MiB util=100% idle_class=busy_or_threshold_failed thresholds(max_used=2048MiB,min_free=24576MiB)
2026-03-17 15:54:06 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | GPU candidate rank=6 gpu=2 name=NVIDIA RTX A6000 processes=2 process_mem=31326MiB used=31337MiB free=17334MiB util=100% idle_class=busy_or_threshold_failed thresholds(max_used=2048MiB,min_free=24576MiB)
2026-03-17 15:54:06 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | GPU candidate rank=7 gpu=1 name=NVIDIA RTX A6000 processes=2 process_mem=38308MiB used=38319MiB free=10352MiB util=0% idle_class=busy_or_threshold_failed thresholds(max_used=2048MiB,min_free=24576MiB)
2026-03-17 15:54:06 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | GPU candidate rank=8 gpu=0 name=NVIDIA RTX A6000 processes=4 process_mem=39076MiB used=39188MiB free=9483MiB util=0% idle_class=busy_or_threshold_failed thresholds(max_used=2048MiB,min_free=24576MiB)
2026-03-17 15:54:06 | ERROR | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | No GPU met the idle thresholds; refusing to auto-select a busy GPU without device.allow_busy_fallback=true.
2026-03-17 15:54:06 | WARNING | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | No idle GPU available yet: No GPU met the idle thresholds; refusing to auto-select a busy GPU without device.allow_busy_fallback=true.
2026-03-17 15:54:06 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Sleeping for 60 seconds before retrying idle-GPU selection
2026-03-17 15:55:07 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | GPU auto-selection policy: prefer zero compute processes, then lowest used memory / highest free memory, then utilization.
2026-03-17 15:55:07 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | GPU candidate rank=1 gpu=1 name=NVIDIA RTX A6000 processes=0 process_mem=0MiB used=5MiB free=48666MiB util=0% idle_class=idle thresholds(max_used=2048MiB,min_free=24576MiB)
2026-03-17 15:55:07 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | GPU candidate rank=2 gpu=5 name=NVIDIA RTX A6000 processes=1 process_mem=4474MiB used=4482MiB free=44189MiB util=0% idle_class=busy_or_threshold_failed thresholds(max_used=2048MiB,min_free=24576MiB)
2026-03-17 15:55:07 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | GPU candidate rank=3 gpu=3 name=NVIDIA RTX A6000 processes=1 process_mem=6022MiB used=6030MiB free=42641MiB util=100% idle_class=busy_or_threshold_failed thresholds(max_used=2048MiB,min_free=24576MiB)
2026-03-17 15:55:07 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | GPU candidate rank=4 gpu=6 name=NVIDIA RTX A6000 processes=1 process_mem=18114MiB used=18122MiB free=30549MiB util=32% idle_class=busy_or_threshold_failed thresholds(max_used=2048MiB,min_free=24576MiB)
2026-03-17 15:55:07 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | GPU candidate rank=5 gpu=7 name=NVIDIA RTX A6000 processes=1 process_mem=19604MiB used=19612MiB free=29059MiB util=100% idle_class=busy_or_threshold_failed thresholds(max_used=2048MiB,min_free=24576MiB)
2026-03-17 15:55:07 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | GPU candidate rank=6 gpu=4 name=NVIDIA RTX A6000 processes=1 process_mem=26968MiB used=26976MiB free=21695MiB util=98% idle_class=busy_or_threshold_failed thresholds(max_used=2048MiB,min_free=24576MiB)
2026-03-17 15:55:07 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | GPU candidate rank=7 gpu=2 name=NVIDIA RTX A6000 processes=1 process_mem=31066MiB used=31074MiB free=17597MiB util=100% idle_class=busy_or_threshold_failed thresholds(max_used=2048MiB,min_free=24576MiB)
2026-03-17 15:55:07 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | GPU candidate rank=8 gpu=0 name=NVIDIA RTX A6000 processes=2 process_mem=2098MiB used=2203MiB free=46468MiB util=0% idle_class=busy_or_threshold_failed thresholds(max_used=2048MiB,min_free=24576MiB)
2026-03-17 15:55:07 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Idle GPU selected for launch: DeviceSelection(torch_device='cuda', cuda_visible_devices='1', reason='idle_gpu_selected', gpu_index=1, gpu_name='NVIDIA RTX A6000', warning=None, ranking=('rank=1 gpu=1 name=NVIDIA RTX A6000 processes=0 process_mem=0MiB used=5MiB free=48666MiB util=0% idle_class=idle thresholds(max_used=2048MiB,min_free=24576MiB)', 'rank=2 gpu=5 name=NVIDIA RTX A6000 processes=1 process_mem=4474MiB used=4482MiB free=44189MiB util=0% idle_class=busy_or_threshold_failed thresholds(max_used=2048MiB,min_free=24576MiB)', 'rank=3 gpu=3 name=NVIDIA RTX A6000 processes=1 process_mem=6022MiB used=6030MiB free=42641MiB util=100% idle_class=busy_or_threshold_failed thresholds(max_used=2048MiB,min_free=24576MiB)', 'rank=4 gpu=6 name=NVIDIA RTX A6000 processes=1 process_mem=18114MiB used=18122MiB free=30549MiB util=32% idle_class=busy_or_threshold_failed thresholds(max_used=2048MiB,min_free=24576MiB)', 'rank=5 gpu=7 name=NVIDIA RTX A6000 processes=1 process_mem=19604MiB used=19612MiB free=29059MiB util=100% idle_class=busy_or_threshold_failed thresholds(max_used=2048MiB,min_free=24576MiB)', 'rank=6 gpu=4 name=NVIDIA RTX A6000 processes=1 process_mem=26968MiB used=26976MiB free=21695MiB util=98% idle_class=busy_or_threshold_failed thresholds(max_used=2048MiB,min_free=24576MiB)', 'rank=7 gpu=2 name=NVIDIA RTX A6000 processes=1 process_mem=31066MiB used=31074MiB free=17597MiB util=100% idle_class=busy_or_threshold_failed thresholds(max_used=2048MiB,min_free=24576MiB)', 'rank=8 gpu=0 name=NVIDIA RTX A6000 processes=2 process_mem=2098MiB used=2203MiB free=46468MiB util=0% idle_class=busy_or_threshold_failed thresholds(max_used=2048MiB,min_free=24576MiB)'), logical_device_index=0)
2026-03-17 15:55:07 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Launching command: ['/nfs_tmp/Compression_team/src/WaterSIC/.conda/watersic/bin/python', '/nfs_tmp/Compression_team/src/WaterSIC/scripts/run_experiment.py', '--model-config', 'configs/models/llama32_1b.yaml', '--quant-config', 'configs/quant/watersic_llama32_1b_full_reftrue_rescaler_mixing_repaired_paperscale.yaml', '--eval-config', 'configs/eval/wikitext2.yaml']
2026-03-17 15:55:07 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Launched child PID=301705
2026-03-17 15:55:15 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Configured repo-local caches: {'HF_HOME': '/nfs_tmp/Compression_team/src/WaterSIC/outputs/hf_cache', 'HUGGINGFACE_HUB_CACHE': '/nfs_tmp/Compression_team/src/WaterSIC/outputs/hf_cache/hub', 'TRANSFORMERS_CACHE': '/nfs_tmp/Compression_team/src/WaterSIC/outputs/hf_cache/transformers', 'PIP_CACHE_DIR': '/nfs_tmp/Compression_team/src/WaterSIC/.cache/pip'}
2026-03-17 15:55:15 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Device selection: DeviceSelection(torch_device='cuda', cuda_visible_devices='1', reason='cuda_visible_devices_respected', gpu_index=1, gpu_name=None, warning=None, ranking=(), logical_device_index=0)
2026-03-17 15:55:15 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Torch logical device cuda:0 maps via CUDA_VISIBLE_DEVICES=1 to physical GPU 1
2026-03-17 15:55:15 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | CUDA RNG seeded after device selection with seed=0
`torch_dtype` is deprecated! Use `dtype` instead!
2026-03-17 15:55:15 | INFO | launcher_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Resolved experiment log path: /nfs_tmp/Compression_team/src/WaterSIC/outputs/logs/run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale_20260317_155515.log
Loading weights:   0%|          | 0/146 [00:00<?, ?it/s]Loading weights: 100%|██████████| 146/146 [00:00<00:00, 5479.37it/s]
2026-03-17 15:55:27 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Running BF16/FP baseline evaluation
2026-03-17 15:55:55 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Loading reference model for original-vs-quantized statistics
Loading weights:   0%|          | 0/146 [00:00<?, ?it/s]Loading weights: 100%|██████████| 146/146 [00:00<00:00, 8151.65it/s]
2026-03-17 15:55:59 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collecting statistics for layer 0 stage ['q_proj', 'k_proj', 'v_proj']
2026-03-17 15:56:03 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 0 for layer model.layers.0
2026-03-17 15:56:07 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 1 for layer model.layers.0
2026-03-17 15:56:11 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 2 for layer model.layers.0
2026-03-17 15:56:15 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 3 for layer model.layers.0
2026-03-17 15:56:19 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 4 for layer model.layers.0
2026-03-17 15:56:23 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 5 for layer model.layers.0
2026-03-17 15:56:27 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 6 for layer model.layers.0
2026-03-17 15:56:32 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 7 for layer model.layers.0
2026-03-17 15:56:36 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 8 for layer model.layers.0
2026-03-17 15:56:40 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 9 for layer model.layers.0
2026-03-17 15:56:44 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 10 for layer model.layers.0
2026-03-17 15:56:48 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 11 for layer model.layers.0
2026-03-17 15:56:52 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 12 for layer model.layers.0
2026-03-17 15:56:56 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 13 for layer model.layers.0
2026-03-17 15:57:00 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 14 for layer model.layers.0
2026-03-17 15:57:04 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 15 for layer model.layers.0
2026-03-17 15:57:08 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 16 for layer model.layers.0
2026-03-17 15:57:12 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 17 for layer model.layers.0
2026-03-17 15:57:16 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 18 for layer model.layers.0
2026-03-17 15:57:21 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 19 for layer model.layers.0
2026-03-17 15:57:25 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 20 for layer model.layers.0
2026-03-17 15:57:29 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 21 for layer model.layers.0
2026-03-17 15:57:34 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 22 for layer model.layers.0
2026-03-17 15:57:39 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 23 for layer model.layers.0
2026-03-17 15:57:42 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 24 for layer model.layers.0
2026-03-17 15:57:46 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 25 for layer model.layers.0
2026-03-17 15:57:50 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 26 for layer model.layers.0
2026-03-17 15:57:55 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 27 for layer model.layers.0
2026-03-17 15:58:00 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 28 for layer model.layers.0
2026-03-17 15:58:03 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 29 for layer model.layers.0
2026-03-17 15:58:08 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 30 for layer model.layers.0
2026-03-17 15:58:12 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 31 for layer model.layers.0
2026-03-17 15:58:16 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 32 for layer model.layers.0
2026-03-17 15:58:20 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 33 for layer model.layers.0
2026-03-17 15:58:25 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 34 for layer model.layers.0
2026-03-17 15:58:29 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 35 for layer model.layers.0
2026-03-17 15:58:33 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 36 for layer model.layers.0
2026-03-17 15:58:37 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 37 for layer model.layers.0
2026-03-17 15:58:40 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 38 for layer model.layers.0
2026-03-17 15:58:44 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 39 for layer model.layers.0
2026-03-17 15:58:48 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 40 for layer model.layers.0
2026-03-17 15:58:52 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 41 for layer model.layers.0
2026-03-17 15:58:58 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 42 for layer model.layers.0
2026-03-17 15:59:21 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 43 for layer model.layers.0
2026-03-17 15:59:40 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 44 for layer model.layers.0
2026-03-17 15:59:48 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 45 for layer model.layers.0
2026-03-17 15:59:54 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 46 for layer model.layers.0
2026-03-17 16:00:05 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 47 for layer model.layers.0
2026-03-17 16:00:12 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 48 for layer model.layers.0
2026-03-17 16:00:16 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 49 for layer model.layers.0
2026-03-17 16:00:20 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 50 for layer model.layers.0
2026-03-17 16:00:24 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 51 for layer model.layers.0
2026-03-17 16:00:28 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 52 for layer model.layers.0
2026-03-17 16:00:33 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 53 for layer model.layers.0
2026-03-17 16:00:37 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 54 for layer model.layers.0
2026-03-17 16:00:41 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 55 for layer model.layers.0
2026-03-17 16:00:45 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 56 for layer model.layers.0
2026-03-17 16:00:49 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 57 for layer model.layers.0
2026-03-17 16:00:53 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 58 for layer model.layers.0
2026-03-17 16:00:58 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 59 for layer model.layers.0
2026-03-17 16:01:02 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 60 for layer model.layers.0
2026-03-17 16:01:06 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 61 for layer model.layers.0
2026-03-17 16:01:10 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 62 for layer model.layers.0
2026-03-17 16:01:14 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 63 for layer model.layers.0
2026-03-17 16:01:19 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 64 for layer model.layers.0
2026-03-17 16:01:23 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 65 for layer model.layers.0
2026-03-17 16:01:27 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 66 for layer model.layers.0
2026-03-17 16:01:31 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 67 for layer model.layers.0
2026-03-17 16:01:35 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 68 for layer model.layers.0
2026-03-17 16:01:40 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 69 for layer model.layers.0
2026-03-17 16:01:45 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 70 for layer model.layers.0
2026-03-17 16:01:49 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 71 for layer model.layers.0
2026-03-17 16:01:54 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 72 for layer model.layers.0
2026-03-17 16:01:58 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 73 for layer model.layers.0
2026-03-17 16:02:03 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 74 for layer model.layers.0
2026-03-17 16:02:08 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 75 for layer model.layers.0
2026-03-17 16:02:12 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 76 for layer model.layers.0
2026-03-17 16:02:16 | INFO | run_llama32_1b_full_3p0bit_reftrue_rescaler_mixing_repaired_paperscale | Collected calibration batch 77 for layer model.layers.0
