2026-03-13 10:07:05 | INFO | debug_llama32_1b_layer0_attention_debug | Configured repo-local caches: {'HF_HOME': '/nfs_tmp/Compression_team/src/WaterSIC/outputs/hf_cache', 'HUGGINGFACE_HUB_CACHE': '/nfs_tmp/Compression_team/src/WaterSIC/outputs/hf_cache/hub', 'TRANSFORMERS_CACHE': '/nfs_tmp/Compression_team/src/WaterSIC/outputs/hf_cache/transformers', 'PIP_CACHE_DIR': '/nfs_tmp/Compression_team/src/WaterSIC/.cache/pip'}
2026-03-13 10:14:45 | INFO | debug_llama32_1b_layer0_attention_debug | Collected calibration batch 1 for layer model.layers.0
2026-03-13 10:14:45 | INFO | debug_llama32_1b_layer0_attention_debug | Collected calibration batch 2 for layer model.layers.0
2026-03-13 10:14:46 | INFO | debug_llama32_1b_layer0_attention_debug | Collected calibration batch 3 for layer model.layers.0
2026-03-13 10:15:10 | INFO | debug_llama32_1b_layer0_attention_debug | Completed debug stage E. + residual correction with small-eval PPL 174323090143.9349
2026-03-13 10:15:10 | INFO | debug_llama32_1b_layer0_attention_debug | Starting debug stage F. + attention weighting
2026-03-13 10:15:13 | INFO | debug_llama32_1b_layer0_attention_debug | Collected calibration batch 0 for layer model.layers.0
2026-03-13 10:15:15 | INFO | debug_llama32_1b_layer0_attention_debug | Collected calibration batch 1 for layer model.layers.0
2026-03-13 10:15:17 | INFO | debug_llama32_1b_layer0_attention_debug | Collected calibration batch 2 for layer model.layers.0
2026-03-13 10:15:19 | INFO | debug_llama32_1b_layer0_attention_debug | Collected calibration batch 3 for layer model.layers.0
2026-03-13 10:16:16 | INFO | debug_llama32_1b_layer0_attention_debug | Collected calibration batch 0 for layer model.layers.0
2026-03-13 10:16:16 | INFO | debug_llama32_1b_layer0_attention_debug | Collected calibration batch 1 for layer model.layers.0
2026-03-13 10:16:18 | INFO | debug_llama32_1b_layer0_attention_debug | Collected calibration batch 2 for layer model.layers.0
2026-03-13 10:16:18 | INFO | debug_llama32_1b_layer0_attention_debug | Collected calibration batch 3 for layer model.layers.0
2026-03-13 10:16:41 | INFO | debug_llama32_1b_layer0_attention_debug | Completed debug stage F. + attention weighting with small-eval PPL 302850703870.1843
2026-03-13 10:16:42 | INFO | debug_llama32_1b_layer0_attention_debug | Starting debug stage G. + adaptive mixing
2026-03-13 10:16:44 | INFO | debug_llama32_1b_layer0_attention_debug | Collected calibration batch 0 for layer model.layers.0
2026-03-13 10:16:46 | INFO | debug_llama32_1b_layer0_attention_debug | Collected calibration batch 1 for layer model.layers.0
2026-03-13 10:16:48 | INFO | debug_llama32_1b_layer0_attention_debug | Collected calibration batch 2 for layer model.layers.0
2026-03-13 10:16:50 | INFO | debug_llama32_1b_layer0_attention_debug | Collected calibration batch 3 for layer model.layers.0
