2026-03-13 14:32:48 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Configured repo-local caches: {'HF_HOME': '/nfs_tmp/Compression_team/src/WaterSIC/outputs/hf_cache', 'HUGGINGFACE_HUB_CACHE': '/nfs_tmp/Compression_team/src/WaterSIC/outputs/hf_cache/hub', 'TRANSFORMERS_CACHE': '/nfs_tmp/Compression_team/src/WaterSIC/outputs/hf_cache/transformers', 'PIP_CACHE_DIR': '/nfs_tmp/Compression_team/src/WaterSIC/.cache/pip'}
2026-03-13 14:53:38 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 1 stage ['q_proj', 'k_proj', 'v_proj']
2026-03-13 14:53:40 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.1
2026-03-13 14:53:42 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.1
2026-03-13 14:53:44 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.1
2026-03-13 14:53:46 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.1
2026-03-13 14:53:48 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.1
2026-03-13 14:53:51 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.1
2026-03-13 14:53:54 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.1
2026-03-13 14:53:56 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.1
2026-03-13 14:54:25 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.1.self_attn.q_proj with target 3.0066 and achieved 2.8577 (relMSE=6.904682e-02, ref_delta=3.561239e-01)
2026-03-13 14:54:44 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.1.self_attn.k_proj with target 3.0073 and achieved 2.5635 (relMSE=1.092865e-01, ref_delta=3.561239e-01)
2026-03-13 14:55:02 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.1.self_attn.v_proj with target 3.0078 and achieved 2.6122 (relMSE=9.811829e-02, ref_delta=3.561239e-01)
2026-03-13 14:55:02 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 1 stage ['o_proj']
2026-03-13 14:55:02 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.1
2026-03-13 14:55:03 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.1
2026-03-13 14:55:04 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.1
2026-03-13 14:55:04 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.1
2026-03-13 14:55:06 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.1
2026-03-13 14:55:06 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.1
2026-03-13 14:55:07 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.1
2026-03-13 14:55:08 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.1
2026-03-13 14:55:44 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.1.self_attn.o_proj with target 3.0083 and achieved 2.8821 (relMSE=2.752955e-01, ref_delta=4.549571e-02)
2026-03-13 14:55:44 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 1 stage ['gate_proj', 'up_proj']
2026-03-13 14:55:46 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.1
2026-03-13 14:55:47 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.1
2026-03-13 14:55:47 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.1
2026-03-13 14:55:49 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.1
2026-03-13 14:55:49 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.1
2026-03-13 14:55:50 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.1
2026-03-13 14:55:51 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.1
2026-03-13 14:55:52 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.1
2026-03-13 14:58:30 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.1.mlp.gate_proj with target 3.0089 and achieved 2.9200 (relMSE=5.309826e-02, ref_delta=1.349485e-01)
2026-03-13 15:01:09 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.1.mlp.up_proj with target 3.0106 and achieved 2.9220 (relMSE=5.216426e-02, ref_delta=1.349485e-01)
2026-03-13 15:01:09 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 1 stage ['down_proj']
2026-03-13 15:01:11 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.1
2026-03-13 15:01:13 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.1
2026-03-13 15:01:15 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.1
2026-03-13 15:01:17 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.1
2026-03-13 15:01:18 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.1
2026-03-13 15:01:21 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.1
2026-03-13 15:01:23 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.1
2026-03-13 15:01:25 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.1
2026-03-13 15:13:06 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.1.mlp.down_proj with target 3.0123 and achieved 2.9121 (relMSE=2.445772e-01, ref_delta=2.856984e+01)
2026-03-13 15:13:06 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Completed layer 1 in 1167.84s
2026-03-13 15:13:06 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 2 stage ['q_proj', 'k_proj', 'v_proj']
2026-03-13 15:13:09 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.2
2026-03-13 15:13:11 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.2
2026-03-13 15:13:13 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.2
2026-03-13 15:13:15 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.2
2026-03-13 15:13:17 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.2
2026-03-13 15:13:20 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.2
2026-03-13 15:13:22 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.2
2026-03-13 15:13:24 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.2
2026-03-13 15:13:53 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.2.self_attn.q_proj with target 3.0143 and achieved 2.9219 (relMSE=6.167166e-02, ref_delta=1.751851e+00)
2026-03-13 15:14:12 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.2.self_attn.k_proj with target 3.0147 and achieved 2.6352 (relMSE=9.829470e-02, ref_delta=1.751851e+00)
2026-03-13 15:14:31 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.2.self_attn.v_proj with target 3.0152 and achieved 2.6499 (relMSE=8.490927e-02, ref_delta=1.751851e+00)
2026-03-13 15:14:31 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 2 stage ['o_proj']
2026-03-13 15:14:32 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.2
2026-03-13 15:14:33 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.2
2026-03-13 15:14:34 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.2
2026-03-13 15:14:35 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.2
2026-03-13 15:14:36 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.2
2026-03-13 15:14:37 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.2
2026-03-13 15:14:37 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.2
2026-03-13 15:14:38 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.2
2026-03-13 15:15:15 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.2.self_attn.o_proj with target 3.0156 and achieved 2.8926 (relMSE=2.411283e-01, ref_delta=9.177323e-02)
2026-03-13 15:15:15 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 2 stage ['gate_proj', 'up_proj']
2026-03-13 15:15:16 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.2
2026-03-13 15:15:16 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.2
2026-03-13 15:15:17 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.2
2026-03-13 15:15:18 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.2
2026-03-13 15:15:19 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.2
2026-03-13 15:15:20 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.2
2026-03-13 15:15:21 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.2
2026-03-13 15:15:22 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.2
2026-03-13 15:18:09 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.2.mlp.gate_proj with target 3.0163 and achieved 2.9315 (relMSE=5.192802e-02, ref_delta=2.498353e-01)
2026-03-13 15:20:51 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.2.mlp.up_proj with target 3.0180 and achieved 2.9280 (relMSE=5.070149e-02, ref_delta=2.498353e-01)
2026-03-13 15:20:51 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 2 stage ['down_proj']
2026-03-13 15:20:53 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.2
2026-03-13 15:20:55 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.2
2026-03-13 15:20:57 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.2
2026-03-13 15:20:59 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.2
2026-03-13 15:21:01 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.2
2026-03-13 15:21:03 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.2
2026-03-13 15:21:05 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.2
2026-03-13 15:21:07 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.2
2026-03-13 15:33:11 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.2.mlp.down_proj with target 3.0198 and achieved 2.9306 (relMSE=2.789838e-01, ref_delta=2.304218e-02)
2026-03-13 15:33:11 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Completed layer 2 in 1205.10s
2026-03-13 15:33:11 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 3 stage ['q_proj', 'k_proj', 'v_proj']
2026-03-13 15:33:14 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.3
2026-03-13 15:33:16 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.3
2026-03-13 15:33:18 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.3
2026-03-13 15:33:20 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.3
2026-03-13 15:33:22 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.3
2026-03-13 15:33:25 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.3
2026-03-13 15:33:27 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.3
2026-03-13 15:33:29 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.3
2026-03-13 15:34:13 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.3.self_attn.q_proj with target 3.0217 and achieved 2.8392 (relMSE=6.502345e-02, ref_delta=6.898304e-01)
2026-03-13 15:34:41 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.3.self_attn.k_proj with target 3.0227 and achieved 2.7182 (relMSE=7.945384e-02, ref_delta=6.898304e-01)
2026-03-13 15:35:04 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.3.self_attn.v_proj with target 3.0231 and achieved 2.7129 (relMSE=7.069194e-02, ref_delta=6.898304e-01)
2026-03-13 15:35:04 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 3 stage ['o_proj']
2026-03-13 15:35:05 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.3
2026-03-13 15:35:06 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.3
2026-03-13 15:35:06 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.3
2026-03-13 15:35:07 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.3
2026-03-13 15:35:08 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.3
2026-03-13 15:35:09 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.3
2026-03-13 15:35:10 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.3
2026-03-13 15:35:11 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.3
2026-03-13 15:35:50 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.3.self_attn.o_proj with target 3.0235 and achieved 2.8939 (relMSE=2.305761e-01, ref_delta=1.131663e-01)
2026-03-13 15:35:50 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 3 stage ['gate_proj', 'up_proj']
2026-03-13 15:35:51 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.3
2026-03-13 15:35:52 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.3
2026-03-13 15:35:53 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.3
2026-03-13 15:35:54 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.3
2026-03-13 15:35:55 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.3
2026-03-13 15:35:56 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.3
2026-03-13 15:35:57 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.3
2026-03-13 15:35:58 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.3
2026-03-13 15:38:51 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.3.mlp.gate_proj with target 3.0242 and achieved 2.9250 (relMSE=5.223601e-02, ref_delta=2.779399e-01)
2026-03-13 15:41:32 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.3.mlp.up_proj with target 3.0264 and achieved 2.9378 (relMSE=4.987450e-02, ref_delta=2.779399e-01)
2026-03-13 15:41:32 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 3 stage ['down_proj']
2026-03-13 15:41:34 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.3
2026-03-13 15:41:36 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.3
2026-03-13 15:41:38 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 2 for layer model.layers.3
2026-03-13 15:41:40 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 3 for layer model.layers.3
2026-03-13 15:41:42 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 4 for layer model.layers.3
2026-03-13 15:41:44 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 5 for layer model.layers.3
2026-03-13 15:41:46 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 6 for layer model.layers.3
2026-03-13 15:41:48 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 7 for layer model.layers.3
2026-03-13 15:53:32 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Quantized model.layers.3.mlp.down_proj with target 3.0284 and achieved 2.9389 (relMSE=2.925684e-01, ref_delta=3.971536e-02)
2026-03-13 15:53:32 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Completed layer 3 in 1221.02s
2026-03-13 15:53:32 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collecting statistics for layer 4 stage ['q_proj', 'k_proj', 'v_proj']
2026-03-13 15:53:34 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 0 for layer model.layers.4
2026-03-13 15:53:36 | INFO | run_llama32_1b_full_3p0bit_reftrue_norescaler | Collected calibration batch 1 for layer model.layers.4
