2026-03-13 12:09:15 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Configured repo-local caches: {'HF_HOME': '/nfs_tmp/Compression_team/src/WaterSIC/outputs/hf_cache', 'HUGGINGFACE_HUB_CACHE': '/nfs_tmp/Compression_team/src/WaterSIC/outputs/hf_cache/hub', 'TRANSFORMERS_CACHE': '/nfs_tmp/Compression_team/src/WaterSIC/outputs/hf_cache/transformers', 'PIP_CACHE_DIR': '/nfs_tmp/Compression_team/src/WaterSIC/.cache/pip'}
2026-03-13 12:15:44 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Collected calibration batch 5 for layer model.layers.0
2026-03-13 12:24:53 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Quantized model.layers.0.mlp.down_proj with target 3.1173 and achieved 3.0271 (relMSE=5.588405e-01, ref_delta=4.532952e-02)
2026-03-13 12:24:53 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Completed layer 0 in 911.01s
2026-03-13 12:24:53 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Collecting statistics for layer 1 stage ['q_proj', 'k_proj', 'v_proj']
2026-03-13 12:24:55 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Collected calibration batch 0 for layer model.layers.1
2026-03-13 12:24:57 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Collected calibration batch 1 for layer model.layers.1
2026-03-13 12:24:59 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Collected calibration batch 2 for layer model.layers.1
2026-03-13 12:25:00 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Collected calibration batch 3 for layer model.layers.1
2026-03-13 12:25:02 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Collected calibration batch 4 for layer model.layers.1
2026-03-13 12:25:04 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Collected calibration batch 5 for layer model.layers.1
2026-03-13 12:25:21 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Quantized model.layers.1.self_attn.q_proj with target 3.2617 and achieved 3.1064 (relMSE=5.565145e-02, ref_delta=2.907972e-01)
2026-03-13 12:25:29 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Quantized model.layers.1.self_attn.k_proj with target 3.3652 and achieved 2.9084 (relMSE=7.743903e-02, ref_delta=2.907972e-01)
2026-03-13 12:25:37 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Quantized model.layers.1.self_attn.v_proj with target 3.4565 and achieved 3.0570 (relMSE=6.150943e-02, ref_delta=2.907972e-01)
2026-03-13 12:25:37 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Collecting statistics for layer 1 stage ['o_proj']
2026-03-13 12:25:38 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Collected calibration batch 0 for layer model.layers.1
2026-03-13 12:25:38 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Collected calibration batch 1 for layer model.layers.1
2026-03-13 12:25:39 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Collected calibration batch 2 for layer model.layers.1
2026-03-13 12:25:39 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Collected calibration batch 3 for layer model.layers.1
2026-03-13 12:25:40 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Collected calibration batch 4 for layer model.layers.1
2026-03-13 12:25:40 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Collected calibration batch 5 for layer model.layers.1
2026-03-13 12:26:00 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Quantized model.layers.1.self_attn.o_proj with target 3.5564 and achieved 3.4066 (relMSE=4.091540e+09, ref_delta=3.034903e-02)
2026-03-13 12:26:00 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Completed layer 1 in 67.58s
2026-03-13 12:26:25 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Running quantized evaluation
2026-03-13 12:26:26 | INFO | run_llama32_1b_multilayer_smoke_3p0bit_ref_stagefix | Experiment complete: {'artifact_dir': PosixPath('/nfs_tmp/Compression_team/src/WaterSIC/outputs/quantized/llama32_1b_multilayer_smoke_3p0bit_ref_stagefix'), 'report_json_path': PosixPath('/nfs_tmp/Compression_team/src/WaterSIC/outputs/reports/llama32_1b_multilayer_smoke_3p0bit_ref_stagefix.json'), 'report_md_path': PosixPath('/nfs_tmp/Compression_team/src/WaterSIC/outputs/reports/llama32_1b_multilayer_smoke_3p0bit_ref_stagefix.md'), 'baseline_perplexity': 8.98797788159514, 'quantized_perplexity': 700443.0656432873}
