2026-03-13 10:22:17 | INFO | debug_llama32_1b_layer0_attention_debug | Configured repo-local caches: {'HF_HOME': '/nfs_tmp/Compression_team/src/WaterSIC/outputs/hf_cache', 'HUGGINGFACE_HUB_CACHE': '/nfs_tmp/Compression_team/src/WaterSIC/outputs/hf_cache/hub', 'TRANSFORMERS_CACHE': '/nfs_tmp/Compression_team/src/WaterSIC/outputs/hf_cache/transformers', 'PIP_CACHE_DIR': '/nfs_tmp/Compression_team/src/WaterSIC/.cache/pip'}
2026-03-13 10:38:52 | INFO | debug_llama32_1b_layer0_attention_debug | Collected calibration batch 2 for layer model.layers.0
2026-03-13 10:38:54 | INFO | debug_llama32_1b_layer0_attention_debug | Collected calibration batch 3 for layer model.layers.0
2026-03-13 10:43:03 | INFO | debug_llama32_1b_layer0_attention_debug | Selected epsilon_qr=0.034442 with wo-input relative MSE 5.054498e-03
2026-03-13 10:47:14 | INFO | debug_llama32_1b_layer0_attention_debug | Selected epsilon_aw=0.326238 with wo-input relative MSE 4.380567e-03
2026-03-13 10:47:51 | INFO | debug_llama32_1b_layer0_attention_debug | Collected calibration batch 0 for layer model.layers.0
2026-03-13 10:47:51 | INFO | debug_llama32_1b_layer0_attention_debug | Collected calibration batch 1 for layer model.layers.0
2026-03-13 10:47:52 | INFO | debug_llama32_1b_layer0_attention_debug | Collected calibration batch 2 for layer model.layers.0
2026-03-13 10:47:52 | INFO | debug_llama32_1b_layer0_attention_debug | Collected calibration batch 3 for layer model.layers.0
2026-03-13 10:48:15 | INFO | debug_llama32_1b_layer0_attention_debug | Completed debug stage H. + diagonal rescalers with small-eval PPL 10.8925
2026-03-13 10:48:17 | INFO | debug_llama32_1b_layer0_attention_debug | Layer-0 attention debug complete: /nfs_tmp/Compression_team/src/WaterSIC/outputs/reports/llama32_1b_layer0_attention_debug/summary.md
